,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,_carlistalkative,carl..,"2023-03-11 15:30:43",1,first!!,6745021257891513345,https://www.tiktok.com/share/user/6745021257891513345,https://www.tiktok.com/@_carlistalkative/video/7209310840720297218?comment_id=7209311422148346666
2,,nippyet1,Unc,"2023-03-11 15:31:32",1,Early,7161340947501614085,https://www.tiktok.com/share/user/7161340947501614085,https://www.tiktok.com/@nippyet1/video/7209310840720297218?comment_id=7209311680503907073
3,,william315_,William315,"2023-03-11 15:31:42",1,"I love your videos so much, they are always so interesting",7116730112050299947,https://www.tiktok.com/share/user/7116730112050299947,https://www.tiktok.com/@william315_/video/7209310840720297218?comment_id=7209311689108013870
4,,undefinedforce,Quantum,"2023-03-11 15:31:53",1,"oh wow",6895680397158745089,https://www.tiktok.com/share/user/6895680397158745089,https://www.tiktok.com/@undefinedforce/video/7209310840720297218?comment_id=7209311765308883718
5,,mbboi1234,Mbboi1234,"2023-03-11 15:32:43",1,"I learn about space from here and I love it",6837453660861301766,https://www.tiktok.com/share/user/6837453660861301766,https://www.tiktok.com/@mbboi1234/video/7209310840720297218?comment_id=7209311985425613570
6,,quandalepringell,"bruh babooey long lost cousin","2023-03-11 15:33:49",1,"I'm finally here",7203807598616495147,https://www.tiktok.com/share/user/7203807598616495147,https://www.tiktok.com/@quandalepringell/video/7209310840720297218?comment_id=7209312208878420779
7,,iovedheart,𝒶𝒹𝒶,"2023-03-11 15:34:14",1,"just 5 percent woah that incredible",6919572114656969734,https://www.tiktok.com/share/user/6919572114656969734,https://www.tiktok.com/@iovedheart/video/7209310840720297218?comment_id=7209312334753727278
8,,shlok_shah_,"Shlok Shah","2023-03-11 15:34:22",3,"you thought me so much about the universe",6822104977966007301,https://www.tiktok.com/share/user/6822104977966007301,https://www.tiktok.com/@shlok_shah_/video/7209310840720297218?comment_id=7209312381376889601
9,,oranelewis,"Orane Lewis","2023-03-11 15:34:24",1,"That’s crazy I really wonder what it is and what it does very interesting thanks you for always sharing",6970656353833976837,https://www.tiktok.com/share/user/6970656353833976837,https://www.tiktok.com/@oranelewis/video/7209310840720297218?comment_id=7209312390168756997
10,,shreeji.p,Idk,"2023-03-11 15:34:26",3,"This is why I follow u for this crazy and interesting info about space",6965618336365675525,https://www.tiktok.com/share/user/6965618336365675525,https://www.tiktok.com/@shreeji.p/video/7209310840720297218?comment_id=7209312377438569259
11,,love.sean08,🐉SEAN🐉,"2023-03-11 15:35:32",4,"The universe is so beautiful yet scary",7103734350382220331,https://www.tiktok.com/share/user/7103734350382220331,https://www.tiktok.com/@love.sean08/video/7209310840720297218?comment_id=7209312689528226603
12,,kiri..senpai,KIRISENPAI,"2023-03-11 15:35:42",0,"around 100 % of her feelings for me is missing, so its because of dark matter? i knew it",6970604380802630657,https://www.tiktok.com/share/user/6970604380802630657,https://www.tiktok.com/@kiri..senpai/video/7209310840720297218?comment_id=7209312705890894598
13,,matayasernick_,sernick,"2023-03-11 15:35:43",1,"@AstroKobi what would happen where the earth would spin the other way?",7161967318176171014,https://www.tiktok.com/share/user/7161967318176171014,https://www.tiktok.com/@matayasernick_/video/7209310840720297218?comment_id=7209312762970030854
14,,.chanveer,C,"2023-03-11 15:36:39",1,"then find it lol",6956252647117964293,https://www.tiktok.com/share/user/6956252647117964293,https://www.tiktok.com/@.chanveer/video/7209310840720297218?comment_id=7209312986413482758
15,,theyluv.ema2,"Emma 😍","2023-03-11 15:36:40",2,"2 days ago me and my dad saw this so called “star” and I didn’t know but there was red light shining around it I thought it was a supernova but-",7062475063658136622,https://www.tiktok.com/share/user/7062475063658136622,https://www.tiktok.com/@theyluv.ema2/video/7209310840720297218?comment_id=7209312950771221290
16,,obsessedwithcologne,"⠀ ⠀ ⠀ ⠀ ⠀","2023-03-11 15:37:47",1,"Hello I love ur vids",6753272556205556742,https://www.tiktok.com/share/user/6753272556205556742,https://www.tiktok.com/@obsessedwithcologne/video/7209310840720297218?comment_id=7209313248507921158
17,,allstarsolo,"◤✞ ᎦᎧLᎧ ✞◥","2023-03-11 15:39:46",1,✝️,7041172832493290542,https://www.tiktok.com/share/user/7041172832493290542,https://www.tiktok.com/@allstarsolo/video/7209310840720297218?comment_id=7209313752587830058
18,,ogatostounoe,Š🫀,"2023-03-11 15:40:47",1,"Your my favorite content creator",6852661368748475398,https://www.tiktok.com/share/user/6852661368748475398,https://www.tiktok.com/@ogatostounoe/video/7209310840720297218?comment_id=7209314048969016070
19,,morganmay541,"Morgan May","2023-03-11 15:40:49",1,"Crazy 🤯",6905456661163836422,https://www.tiktok.com/share/user/6905456661163836422,https://www.tiktok.com/@morganmay541/video/7209310840720297218?comment_id=7209314070044984107
20,,justnotme1968,JustNotMe,"2023-03-11 15:41:38",0,"Dark matter is the other universes.",6835648605383672838,https://www.tiktok.com/share/user/6835648605383672838,https://www.tiktok.com/@justnotme1968/video/7209310840720297218?comment_id=7209314256729621290
21,,daskatvr,Seth,"2023-03-11 15:43:12",1,"Hey man love your new videos",7183556298860266538,https://www.tiktok.com/share/user/7183556298860266538,https://www.tiktok.com/@daskatvr/video/7209310840720297218?comment_id=7209314680538710826
22,,my..official_acc0,"{☪️ is my way of life<}","2023-03-11 15:44:39",4,"i love this and earlyproof: 15mins ago",7206214056948057115,https://www.tiktok.com/share/user/7206214056948057115,https://www.tiktok.com/@my..official_acc0/video/7209310840720297218?comment_id=7209315044487414555
23,,david4short,idgaf.,"2023-03-11 15:48:04",575,"so really 94% of the galaxies are unreachable because of the dark matter",6903892010895557634,https://www.tiktok.com/share/user/6903892010895557634,https://www.tiktok.com/@david4short/video/7209310840720297218?comment_id=7209315954696749830
24,,_justthefreak,"just me","2023-03-11 16:07:40",1,"mind blowing",7200400664400593925,https://www.tiktok.com/share/user/7200400664400593925,https://www.tiktok.com/@_justthefreak/video/7209310840720297218?comment_id=7209320983818470150
25,,bacon.sizzler,Bacon_Sizzler,"2023-03-11 16:10:15",1,"it’s in another dimension it’s still there just not here if that makes sense",6764501565087106053,https://www.tiktok.com/share/user/6764501565087106053,https://www.tiktok.com/@bacon.sizzler/video/7209310840720297218?comment_id=7209321649027662638
26,,louise_turner,༄𝒍𝒐𝒖✯,"2023-03-11 16:11:36",1,"Can u do a vidio about our galaxy starting to collide",7175444072487011333,https://www.tiktok.com/share/user/7175444072487011333,https://www.tiktok.com/@louise_turner/video/7209310840720297218?comment_id=7209321998017839877
27,,dosryauthentic,"Sa’ad Aldossary⋆","2023-03-11 16:28:56",2,"Its just a theory",6845173246032970757,https://www.tiktok.com/share/user/6845173246032970757,https://www.tiktok.com/@dosryauthentic/video/7209310840720297218?comment_id=7209326446409220865
28,,brryan467,Brryan467,"2023-03-11 16:29:19",1,"it's because Kirby destroyed Zero and Zero 2 so dark matter doesn't exist.",6958172889783403526,https://www.tiktok.com/share/user/6958172889783403526,https://www.tiktok.com/@brryan467/video/7209310840720297218?comment_id=7209326538837132078
29,,rushkidson,"𝖍𝖔𝖓𝖔𝖗𝖆𝖇𝖑𝖊 Rushkidson","2023-03-11 16:37:34",1,"what about the 6 mature galaxies that jwst found?",6935590428502852613,https://www.tiktok.com/share/user/6935590428502852613,https://www.tiktok.com/@rushkidson/video/7209310840720297218?comment_id=7209328658544165637
30,,mokgie,"Gie Ismail","2023-03-11 16:57:46",1,😳,6795005932549899269,https://www.tiktok.com/share/user/6795005932549899269,https://www.tiktok.com/@mokgie/video/7209310840720297218?comment_id=7209333856952369925
31,,firestorm_718,F1restorm_2,"2023-03-11 16:58:57",1,"am I early 😒",7168938048994165766,https://www.tiktok.com/share/user/7168938048994165766,https://www.tiktok.com/@firestorm_718/video/7209310840720297218?comment_id=7209240292045751046
32,,razerex_cap,Razerex_cap,"2023-03-11 17:02:38",3,"Also Dark energi",7131271020460049414,https://www.tiktok.com/share/user/7131271020460049414,https://www.tiktok.com/@razerex_cap/video/7209310840720297218?comment_id=7209335136923009797
33,,louishfrr,"Donny Harris 🥳🥳","2023-03-11 17:56:44",4,"how do we have a percentage on infinity lmao",7007974936033133573,https://www.tiktok.com/share/user/7007974936033133573,https://www.tiktok.com/@louishfrr/video/7209310840720297218?comment_id=7209349086541054762
34,,flyngeditz,"hi, im guy","2023-03-11 17:57:11",1,"Reminds me of outer wilds",6976628645315068934,https://www.tiktok.com/share/user/6976628645315068934,https://www.tiktok.com/@flyngeditz/video/7209310840720297218?comment_id=7209349182594777862
35,,x_clar_x,"꧁ 𝓬𝓵𝓪𝓻 ꧂","2023-03-11 18:35:44",1,"How come we can see it on pictures then?",7172896731763082246,https://www.tiktok.com/share/user/7172896731763082246,https://www.tiktok.com/@x_clar_x/video/7209310840720297218?comment_id=7209359142795412229
36,,thanaki0,thanaki0,"2023-03-11 19:00:49",1147,"My dad is dark matter",6736577058615395329,https://www.tiktok.com/share/user/6736577058615395329,https://www.tiktok.com/@thanaki0/video/7209310840720297218?comment_id=7209365596805907205
37,,myk296,my,"2023-03-11 19:30:30",1,"black hole can take in light so how dis we see them",7052229976342643713,https://www.tiktok.com/share/user/7052229976342643713,https://www.tiktok.com/@myk296/video/7209310840720297218?comment_id=7209373264333226758
38,,httpx.tj,Tj,"2023-03-11 20:07:33",1,"dude I luv ur vuds I'm obsessed with ur video u got so interested in space",6904003249838752773,https://www.tiktok.com/share/user/6904003249838752773,https://www.tiktok.com/@httpx.tj/video/7209310840720297218?comment_id=7209382794035364650
39,,pngsnow10,Gavin,"2023-03-11 20:16:25",1,"Well actually I have most of it",126578822069600256,https://www.tiktok.com/share/user/126578822069600256,https://www.tiktok.com/@pngsnow10/video/7209310840720297218?comment_id=7209385090861400875
40,,maisie.pl,"mais 🫶🏼","2023-03-11 20:32:32",1,"I love your videos you inspired me to look into astronomy now I have a telescope and love looking at Space through it thank you!",7195136954764788741,https://www.tiktok.com/share/user/7195136954764788741,https://www.tiktok.com/@maisie.pl/video/7209310840720297218?comment_id=7209389243603387141
41,,ada_mikke,Mmmmm,"2023-03-11 20:52:01",1,"Could we feel it?",6973759363761439749,https://www.tiktok.com/share/user/6973759363761439749,https://www.tiktok.com/@ada_mikke/video/7209310840720297218?comment_id=7209394261941895941
42,,astronova618,Fdl,"2023-03-11 21:06:10",2,"How do they know about dark matter?",7034020048432595974,https://www.tiktok.com/share/user/7034020048432595974,https://www.tiktok.com/@astronova618/video/7209310840720297218?comment_id=7209397905906680582
43,,lnstigator.nico,lnstigator.Nico,"2023-03-11 21:11:15",1,"My pal Bob has been there",6790464303490270213,https://www.tiktok.com/share/user/6790464303490270213,https://www.tiktok.com/@lnstigator.nico/video/7209310840720297218?comment_id=7209399206032261894
44,,ldnksd,"ks 🤺","2023-03-11 21:27:27",0,"You look like lauren alexis",6831445713252107270,https://www.tiktok.com/share/user/6831445713252107270,https://www.tiktok.com/@ldnksd/video/7209310840720297218?comment_id=7209403431323960070
45,,gregagros02,grosov_pob,"2023-03-11 21:38:29",1,"can you do video ""biggest white hole in universe"" or what is white hole?",6852650793007318021,https://www.tiktok.com/share/user/6852650793007318021,https://www.tiktok.com/@gregagros02/video/7209310840720297218?comment_id=7209406219504419590
46,,4nton_0,𝓐𝓷𝓽𝓸𝓷🐺,"2023-03-11 22:23:12",1,"How did bro calculate it😹",6692000662773253126,https://www.tiktok.com/share/user/6692000662773253126,https://www.tiktok.com/@4nton_0/video/7209310840720297218?comment_id=7209417751486759686
47,,ballysingh121,ballysingh121,"2023-03-11 23:03:21",1,"Please can you explain how have we have managed to take a picture of the milky way when we are in it?",6828560158089528326,https://www.tiktok.com/share/user/6828560158089528326,https://www.tiktok.com/@ballysingh121/video/7209310840720297218?comment_id=7209428093784703749
48,,anniii010,Anni,"2023-03-11 23:08:13",1,"Dark energy is something so complexDark energy doesn't rely on any existing forms in the universe",7034283747318957062,https://www.tiktok.com/share/user/7034283747318957062,https://www.tiktok.com/@anniii010/video/7209310840720297218?comment_id=7209429325824426757
49,,cjcrj,🫵,"2023-03-11 23:45:17",1,"imagine if we could also see dark matter or just 50% of the universe? we would have meet different version of ourselves",7088767219886867462,https://www.tiktok.com/share/user/7088767219886867462,https://www.tiktok.com/@cjcrj/video/7209310840720297218?comment_id=7209367622268748549
50,,shiftjesse,jesse,"2023-03-12 00:58:59",5,"God is such a great artist look at every detail in everything he did amazing",6651174939741503493,https://www.tiktok.com/share/user/6651174939741503493,https://www.tiktok.com/@shiftjesse/video/7209310840720297218?comment_id=7209457921943175982
51,,earthdeveloperteam,"The Dev Team","2023-03-12 01:35:13",2,"Although us on the dev team love theories, it’s really just because we wanted the rotations to look good, so we upped the outer stars orbit speed!",7209452278859973678,https://www.tiktok.com/share/user/7209452278859973678,https://www.tiktok.com/@earthdeveloperteam/video/7209310840720297218?comment_id=7209467267732636458
52,,liyah_0005,Aaliyah,"2023-03-12 02:12:07",1,"where do you be getting this information from 😭",6714026529624736773,https://www.tiktok.com/share/user/6714026529624736773,https://www.tiktok.com/@liyah_0005/video/7209310840720297218?comment_id=7209476765500146478
53,,theunitedstatesarmy,"UNITED STATES ARMY","2023-03-12 02:17:45",157,"But I have dark matter on cod cold war and I can see it☝️😤",7110918340545709062,https://www.tiktok.com/share/user/7110918340545709062,https://www.tiktok.com/@theunitedstatesarmy/video/7209310840720297218?comment_id=7209478173732422405
54,,nuwamaximoff,bboy25,"2023-03-12 04:24:51",59,"Astrodaddy 😙",6905303442677531649,https://www.tiktok.com/share/user/6905303442677531649,https://www.tiktok.com/@nuwamaximoff/video/7209310840720297218?comment_id=7209510918017827590
55,,jxmibebe,♰,"2023-03-12 04:59:52",4,"My favorite tiktoker tbh🙌🏼",6866872839572751366,https://www.tiktok.com/share/user/6866872839572751366,https://www.tiktok.com/@jxmibebe/video/7209310840720297218?comment_id=7209519957886780206
56,,jerseyxx_,jerseyxx_,"2023-03-12 07:09:00",1,"What are u studying in college?i love ur videos",6984511338005824518,https://www.tiktok.com/share/user/6984511338005824518,https://www.tiktok.com/@jerseyxx_/video/7209310840720297218?comment_id=7209553245621142318
57,,adangonz_r,Ok,"2023-03-12 08:13:55",1,"What is in the center of the galaxy?",7091827016190755882,https://www.tiktok.com/share/user/7091827016190755882,https://www.tiktok.com/@adangonz_r/video/7209310840720297218?comment_id=7209569919205114670
58,,hd_bob1,💫,"2023-03-12 19:39:08",4,"I mean 5% of infinity is still infinity....",6858719958383281154,https://www.tiktok.com/share/user/6858719958383281154,https://www.tiktok.com/@hd_bob1/video/7209310840720297218?comment_id=7209746567543587589
59,,samig029,samimimiare,"2023-03-12 22:17:14",1,"let me think of THE DARK SITE in starwars",6809305552599188486,https://www.tiktok.com/share/user/6809305552599188486,https://www.tiktok.com/@samig029/video/7209310840720297218?comment_id=7209787311524201222
60,,nednerb107,Brenden,"2023-03-12 23:05:01",1,"what if dark matter is proof of the 4th dimension",7093254687429526571,https://www.tiktok.com/share/user/7093254687429526571,https://www.tiktok.com/@nednerb107/video/7209310840720297218?comment_id=7209799607873979179
61,,jeremiah_a469,Jeremiah✝️,"2023-03-13 01:18:46",1,"I saw it",6966361449983935493,https://www.tiktok.com/share/user/6966361449983935493,https://www.tiktok.com/@jeremiah_a469/video/7209310840720297218?comment_id=7209833968371401478
62,,386._.seth,"Seth Akers ツ","2023-03-13 05:02:23",1,"Call of duty though",6540021861211684869,https://www.tiktok.com/share/user/6540021861211684869,https://www.tiktok.com/@386._.seth/video/7209310840720297218?comment_id=7209891715510059818
63,,officialbigd2k21_,BigD2k21🥰,"2023-03-13 05:52:47",1,"Professor zoom can 😏",6798616600166892550,https://www.tiktok.com/share/user/6798616600166892550,https://www.tiktok.com/@officialbigd2k21_/video/7209310840720297218?comment_id=7209904665382355755
64,,jayisaj,TURTLE,"2023-03-13 06:22:27",1,"Shout out two these camera man’s",7186155922837161003,https://www.tiktok.com/share/user/7186155922837161003,https://www.tiktok.com/@jayisaj/video/7209310840720297218?comment_id=7209912286663869230
65,,hamptot,Hampter,"2023-03-13 06:30:45",1,"So basically every nothingness is dark matter",7060696148402586671,https://www.tiktok.com/share/user/7060696148402586671,https://www.tiktok.com/@hamptot/video/7209310840720297218?comment_id=7209914441626551086
66,,brittanybmusic,Bee-B,"2023-03-13 06:48:26",1,"What if we are just a cell inside a body lol",6784303568516023302,https://www.tiktok.com/share/user/6784303568516023302,https://www.tiktok.com/@brittanybmusic/video/7209310840720297218?comment_id=7209918973226271531
67,,jacksonp1867,jacksonp1867,"2023-03-13 06:55:47",1,"Listen to Dark Matter EP by King Informal. It totally has the spacey vibe",6764200174916813830,https://www.tiktok.com/share/user/6764200174916813830,https://www.tiktok.com/@jacksonp1867/video/7209310840720297218?comment_id=7209920878094762758
68,,.lilplayboivert,.lilplayboivert,"2023-03-13 09:05:01",1,"just pulled dark matter Kobe",6949268519192577029,https://www.tiktok.com/share/user/6949268519192577029,https://www.tiktok.com/@.lilplayboivert/video/7209310840720297218?comment_id=7209954196408271621
69,,ebbedinbram,Ebbe,"2023-03-13 09:28:43",3,"Why is there like a big light ball in the center of every galaxy?",7120295476385252357,https://www.tiktok.com/share/user/7120295476385252357,https://www.tiktok.com/@ebbedinbram/video/7209310840720297218?comment_id=7209960267212817157
70,,blenderererer,blenderer,"2023-03-13 11:50:41",1,"theres a kid at my school named dark matter",6580212293743804422,https://www.tiktok.com/share/user/6580212293743804422,https://www.tiktok.com/@blenderererer/video/7209310840720297218?comment_id=7209996927185076994
71,,arnelllovesjesus,影Ārnell🌙✝️🖤🦾,"2023-03-13 13:09:27",4,"Jesus love you",6580996455216087045,https://www.tiktok.com/share/user/6580996455216087045,https://www.tiktok.com/@arnelllovesjesus/video/7209310840720297218?comment_id=7210017111698637611
